# TIA-102.BABA-A imbe_bit_prioritization.csv — Full-Rate Bit Prioritization Map (L-dependent scan)
# Source: BABA-A PDF, pages 33–35 (Section 7.1), combined with Annex F (B_m for b̂₃..b̂₇)
#         and Annex G (B_m for b̂₈..b̂_{L+1}). Figure 22 scan algorithm expanded to explicit
#         (src_param, src_bit) → (dst_vec, dst_bit) mapping for every L in [9, 56].
# Invariants verified for every L:
#   - Bit budget 8 + K + 6 + (73-K) + 1 = 88 (PASS)
#   - src coverage: every allocated (b̂_l, bit) appears exactly once (PASS)
#   - dst coverage: û_0..û_7 bits 0..(width-1) each appear exactly once (PASS)
# Parameter widths: b̂₀=8 (pitch), b̂₁=K (V/UV, see Eq. 48), b̂₂=6 (gain),
#                    b̂_l for l=3..7 from Annex F, b̂_l for l=8..L+1 from Annex G,
#                    b̂_{L+2} has 1 transmitted bit (LSB only, always in û₇[0]).
# Total rows = 48 L values × 88 info bits = 4224.
L,src_param,src_bit,dst_vec,dst_bit
52,8,1,1,5
52,9,1,1,4
52,15,1,1,3
52,16,1,1,2
52,17,1,1,1
52,22,1,1,0
52,23,1,2,11
52,30,1,2,10
52,31,1,2,9
52,38,1,2,8
52,46,1,2,7
52,3,0,2,6
52,4,0,2,5
52,5,0,2,4
52,6,0,2,3
52,7,0,2,2
52,8,0,2,1
52,9,0,2,0
52,10,0,3,11
52,11,0,3,10
52,12,0,3,9
52,13,0,3,8
52,14,0,3,7
52,15,0,3,6
52,16,0,3,5
52,17,0,3,4
52,18,0,3,3
52,19,0,3,2
52,20,0,3,1
52,21,0,3,0
52,1,11,4,10
52,1,10,4,9
52,1,9,4,8
52,1,8,4,7
52,1,7,4,6
52,1,6,4,5
52,1,5,4,4
52,1,4,4,3
52,1,3,4,2
52,1,2,4,1
52,1,1,4,0
52,1,0,5,10
52,2,2,5,9
52,2,1,5,8
52,22,0,5,7
52,23,0,5,6
52,24,0,5,5
52,25,0,5,4
52,26,0,5,3
52,27,0,5,2
52,28,0,5,1
52,30,0,5,0
52,31,0,6,10
52,32,0,6,9
52,33,0,6,8
52,34,0,6,7
52,38,0,6,6
52,39,0,6,5
52,40,0,6,4
52,41,0,6,3
52,42,0,6,2
52,46,0,6,1
52,47,0,6,0
52,48,0,7,6
52,49,0,7,5
52,50,0,7,4
52,2,0,7,3
52,0,1,7,2
52,0,0,7,1
52,54,0,7,0
53,0,7,0,11
53,0,6,0,10
53,0,5,0,9
53,0,4,0,8
53,0,3,0,7
53,0,2,0,6
53,2,5,0,5
53,2,4,0,4
53,2,3,0,3
53,3,2,0,2
53,4,2,0,1
53,8,2,0,0
53,15,2,1,11
53,3,1,1,10
53,4,1,1,9
53,5,1,1,8
53,6,1,1,7
53,7,1,1,6
53,8,1,1,5
53,9,1,1,4
53,15,1,1,3
53,16,1,1,2
53,17,1,1,1
53,23,1,1,0
53,24,1,2,11
53,31,1,2,10
53,32,1,2,9
53,39,1,2,8
53,47,1,2,7
53,3,0,2,6
53,4,0,2,5
53,5,0,2,4
53,6,0,2,3
53,7,0,2,2
53,8,0,2,1
53,9,0,2,0
53,10,0,3,11
53,11,0,3,10
53,12,0,3,9
53,13,0,3,8
53,14,0,3,7
53,15,0,3,6
53,16,0,3,5
53,17,0,3,4
53,18,0,3,3
53,19,0,3,2
53,20,0,3,1
53,21,0,3,0
53,1,11,4,10
53,1,10,4,9
53,1,9,4,8
53,1,8,4,7
53,1,7,4,6
53,1,6,4,5
53,1,5,4,4
53,1,4,4,3
53,1,3,4,2
53,1,2,4,1
53,1,1,4,0
53,1,0,5,10
53,2,2,5,9
53,2,1,5,8
53,22,0,5,7
53,23,0,5,6
53,24,0,5,5
53,25,0,5,4
53,26,0,5,3
53,27,0,5,2
53,28,0,5,1
53,29,0,5,0
53,31,0,6,10
53,32,0,6,9
53,33,0,6,8
53,34,0,6,7
53,35,0,6,6
53,39,0,6,5
53,40,0,6,4
53,41,0,6,3
53,42,0,6,2
53,43,0,6,1
53,47,0,6,0
53,48,0,7,6
53,49,0,7,5
53,50,0,7,4
53,2,0,7,3
53,0,1,7,2
53,0,0,7,1
53,55,0,7,0
54,0,7,0,11
54,0,6,0,10
54,0,5,0,9
54,0,4,0,8
54,0,3,0,7
54,0,2,0,6
54,2,5,0,5
54,2,4,0,4
54,2,3,0,3
54,3,2,0,2
54,4,2,0,1
54,8,2,0,0
54,16,2,1,11
54,3,1,1,10
54,4,1,1,9
54,5,1,1,8
54,6,1,1,7
54,7,1,1,6
54,8,1,1,5
54,9,1,1,4
54,10,1,1,3
54,16,1,1,2
54,17,1,1,1
54,18,1,1,0
54,24,1,2,11
54,25,1,2,10
54,32,1,2,9
54,33,1,2,8
54,40,1,2,7
54,48,1,2,6
54,3,0,2,5
54,4,0,2,4
54,5,0,2,3
54,6,0,2,2
54,7,0,2,1
54,8,0,2,0
54,9,0,3,11
54,10,0,3,10
54,11,0,3,9
54,12,0,3,8
54,13,0,3,7
54,14,0,3,6
54,16,0,3,5
54,17,0,3,4
54,18,0,3,3
54,19,0,3,2
54,20,0,3,1
54,21,0,3,0
54,1,11,4,10
54,1,10,4,9
54,1,9,4,8
54,1,8,4,7
54,1,7,4,6
54,1,6,4,5
54,1,5,4,4
54,1,4,4,3
54,1,3,4,2
54,1,2,4,1
54,1,1,4,0
54,1,0,5,10
54,2,2,5,9
54,2,1,5,8
54,22,0,5,7
54,24,0,5,6
54,25,0,5,5
54,26,0,5,4
54,27,0,5,3
54,28,0,5,2
54,29,0,5,1
54,30,0,5,0
54,32,0,6,10
54,33,0,6,9
54,34,0,6,8
54,35,0,6,7
54,36,0,6,6
54,40,0,6,5
54,41,0,6,4
54,42,0,6,3
54,43,0,6,2
54,44,0,6,1
54,48,0,6,0
54,49,0,7,6
54,50,0,7,5
54,51,0,7,4
54,2,0,7,3
54,0,1,7,2
54,0,0,7,1
54,56,0,7,0
55,0,7,0,11
55,0,6,0,10
55,0,5,0,9
55,0,4,0,8
55,0,3,0,7
55,0,2,0,6
55,2,5,0,5
55,2,4,0,4
55,2,3,0,3
55,3,2,0,2
55,4,2,0,1
55,8,2,0,0
55,16,2,1,11
55,3,1,1,10
55,4,1,1,9
55,5,1,1,8
55,6,1,1,7
55,7,1,1,6
55,8,1,1,5
55,9,1,1,4
55,10,1,1,3
55,16,1,1,2
55,17,1,1,1
55,18,1,1,0
55,24,1,2,11
55,25,1,2,10
55,32,1,2,9
55,33,1,2,8
55,40,1,2,7
55,48,1,2,6
55,3,0,2,5
55,4,0,2,4
55,5,0,2,3
55,6,0,2,2
55,7,0,2,1
55,8,0,2,0
55,9,0,3,11
55,10,0,3,10
55,11,0,3,9
55,12,0,3,8
55,13,0,3,7
55,14,0,3,6
55,16,0,3,5
55,17,0,3,4
55,18,0,3,3
55,19,0,3,2
55,20,0,3,1
55,21,0,3,0
55,1,11,4,10
55,1,10,4,9
55,1,9,4,8
55,1,8,4,7
55,1,7,4,6
55,1,6,4,5
55,1,5,4,4
55,1,4,4,3
55,1,3,4,2
55,1,2,4,1
55,1,1,4,0
55,1,0,5,10
55,2,2,5,9
55,2,1,5,8
55,22,0,5,7
55,24,0,5,6
55,25,0,5,5
55,26,0,5,4
55,27,0,5,3
55,28,0,5,2
55,29,0,5,1
55,30,0,5,0
55,32,0,6,10
55,33,0,6,9
55,34,0,6,8
55,35,0,6,7
55,36,0,6,6
55,40,0,6,5
55,41,0,6,4
55,42,0,6,3
55,43,0,6,2
55,48,0,6,1
55,49,0,6,0
55,50,0,7,6
55,51,0,7,5
55,52,0,7,4
55,2,0,7,3
55,0,1,7,2
55,0,0,7,1
55,57,0,7,0
56,0,7,0,11
56,0,6,0,10
56,0,5,0,9
56,0,4,0,8
56,0,3,0,7
56,0,2,0,6
56,2,5,0,5
56,2,4,0,4
56,2,3,0,3
56,3,2,0,2
56,4,2,0,1
56,8,2,0,0
56,16,2,1,11
56,3,1,1,10
56,4,1,1,9
56,5,1,1,8
56,6,1,1,7
56,7,1,1,6
56,8,1,1,5
56,9,1,1,4
56,10,1,1,3
56,16,1,1,2
56,17,1,1,1
56,18,1,1,0
56,24,1,2,11
56,25,1,2,10
56,32,1,2,9
56,33,1,2,8
56,40,1,2,7
56,49,1,2,6
56,3,0,2,5
56,4,0,2,4
56,5,0,2,3
56,6,0,2,2
56,7,0,2,1
56,8,0,2,0
56,9,0,3,11
56,10,0,3,10
56,11,0,3,9
56,12,0,3,8
56,13,0,3,7
56,14,0,3,6
56,16,0,3,5
56,17,0,3,4
56,18,0,3,3
56,19,0,3,2
56,20,0,3,1
56,21,0,3,0
56,1,11,4,10
56,1,10,4,9
56,1,9,4,8
56,1,8,4,7
56,1,7,4,6
56,1,6,4,5
56,1,5,4,4
56,1,4,4,3
56,1,3,4,2
56,1,2,4,1
56,1,1,4,0
56,1,0,5,10
56,2,2,5,9
56,2,1,5,8
56,22,0,5,7
56,24,0,5,6
56,25,0,5,5
56,26,0,5,4
56,27,0,5,3
56,28,0,5,2
56,29,0,5,1
56,30,0,5,0
56,32,0,6,10
56,33,0,6,9
56,34,0,6,8
56,35,0,6,7
56,36,0,6,6
56,40,0,6,5
56,41,0,6,4
56,42,0,6,3
56,43,0,6,2
56,44,0,6,1
56,49,0,6,0
56,50,0,7,6
56,51,0,7,5
56,52,0,7,4
56,2,0,7,3
56,0,1,7,2
56,0,0,7,1
56,58,0,7,0
